simpanan_ref,koperasi_ref,anggota_ref,periode_pembayaran,jumlah_simpanan,status,dibuat_pada,dibayar_pada
SIMPAN-B04699DF1224,KOP-82FA8CDD09D6,AGT-C6FC664CBDB9,Simpanan Pokok,50000,PAID,2025-12-23 23:44:47,2025-02-18 10:52:00
SIMPAN-245419A317C2,KOP-82FA8CDD09D6,AGT-9E38432841C3,Simpanan Wajib,25000,PAID,2025-01-01 18:24:38,2026-03-22 10:58:18
SIMPAN-D27D38CC6BBE,KOP-82FA8CDD09D6,AGT-9E38432841C3,Simpanan Pokok,50000,UNPAID,2026-05-23 13:13:49,2026-02-27 00:47:24
SIMPAN-99767DD2A083,KOP-82FA8CDD09D6,AGT-9E38432841C3,Simpanan Pokok,25000,UNPAID,2025-01-11 03:45:37,2025-06-25 21:39:50
SIMPAN-2B2016FED535,KOP-82FA8CDD09D6,AGT-682F266B6F08,Simpanan Pokok,25000,PAID,2026-01-02 02:26:52,2025-02-11 05:36:20
SIMPAN-831056EAB01F,KOP-82FA8CDD09D6,AGT-682F266B6F08,Simpanan Wajib,100000,PAID,2025-12-19 02:09:42,2025-04-27 22:30:27
SIMPAN-7D2E742705C4,KOP-82FA8CDD09D6,AGT-E173D235989D,Simpanan Wajib,25000,PAID,2025-01-28 12:37:38,2025-08-25 04:27:29
SIMPAN-8A0E61050C60,KOP-82FA8CDD09D6,AGT-E173D235989D,Simpanan Pokok,50000,PAID,2025-04-03 05:53:13,2025-02-28 16:10:39
SIMPAN-CD6C0B3EC16B,KOP-82FA8CDD09D6,AGT-EBC3FE2D63DC,Simpanan Wajib,50000,PAID,2025-03-09 00:32:31,2026-01-29 06:38:08
SIMPAN-F5F0E355335D,KOP-82FA8CDD09D6,AGT-EBC3FE2D63DC,Simpanan Wajib,100000,PAID,2025-07-28 16:18:58,2025-12-17 22:39:04
SIMPAN-BB4EB6C1219E,KOP-82FA8CDD09D6,AGT-EBC3FE2D63DC,Simpanan Pokok,100000,PAID,2025-07-05 14:24:02,2026-04-03 02:46:03
SIMPAN-5D4B8F3A506E,KOP-82FA8CDD09D6,AGT-CFFE84D15D63,Simpanan Wajib,25000,PAID,2025-08-23 00:57:46,2025-01-05 20:47:32
SIMPAN-1B437085DF92,KOP-82FA8CDD09D6,AGT-C7D6D152B0FE,Simpanan Pokok,100000,PAID,2025-04-13 21:11:09,2025-04-18 10:54:17
SIMPAN-5B120B7DF8E7,KOP-82FA8CDD09D6,AGT-C7D6D152B0FE,Simpanan Pokok,100000,PAID,2026-06-14 16:04:43,2026-05-12 21:31:40
SIMPAN-921285CFC38F,KOP-82FA8CDD09D6,AGT-C7D6D152B0FE,Simpanan Wajib,100000,PAID,2025-09-25 16:58:17,2025-05-10 13:37:48
SIMPAN-A4F43804447C,KOP-82FA8CDD09D6,AGT-3FF653D989CE,Simpanan Wajib,100000,PAID,2025-07-23 07:36:30,2025-08-29 06:11:42
SIMPAN-E2223E2DE372,KOP-82FA8CDD09D6,AGT-3FF653D989CE,Simpanan Wajib,50000,PAID,2026-01-02 22:28:58,2025-02-28 06:02:28
SIMPAN-41DA57D3EFFA,KOP-82FA8CDD09D6,AGT-3FF653D989CE,Simpanan Wajib,50000,UNPAID,2025-10-24 15:46:32,2025-10-09 02:05:14
SIMPAN-2504C7B4D76F,KOP-82FA8CDD09D6,AGT-3FF653D989CE,Simpanan Wajib,100000,UNPAID,2026-01-03 19:11:53,2026-06-28 06:59:39
SIMPAN-07E768DCCCB3,KOP-82FA8CDD09D6,AGT-DF3619386BC6,Simpanan Wajib,100000,PAID,2025-03-24 21:19:16,2026-02-06 06:08:41
SIMPAN-9D512FCF7CF8,KOP-82FA8CDD09D6,AGT-DF3619386BC6,Simpanan Pokok,25000,PAID,2025-12-25 00:18:50,2025-04-19 19:24:58
SIMPAN-3CB3CE1BC4BC,KOP-82FA8CDD09D6,AGT-9631D37FDAB5,Simpanan Pokok,100000,PAID,2025-01-14 22:02:42,2026-03-04 14:21:37
SIMPAN-2F3839B7FCF2,KOP-82FA8CDD09D6,AGT-9631D37FDAB5,Simpanan Pokok,100000,PAID,2025-02-10 04:53:33,2026-02-24 14:30:32
SIMPAN-16D487CA6E7B,KOP-82FA8CDD09D6,AGT-9631D37FDAB5,Simpanan Pokok,50000,PAID,2025-02-23 21:08:35,2026-01-05 15:40:01
SIMPAN-102D5C59C683,KOP-82FA8CDD09D6,AGT-1B0049717854,Simpanan Pokok,25000,PAID,2025-11-02 16:52:55,2025-04-06 03:09:42
SIMPAN-1EB02EA0D1C3,KOP-82FA8CDD09D6,AGT-1B0049717854,Simpanan Pokok,50000,PAID,2025-02-17 15:17:13,2025-01-22 19:15:20
SIMPAN-6324BB51F9C0,KOP-82FA8CDD09D6,AGT-1B0049717854,Simpanan Pokok,50000,PAID,2025-02-08 11:39:51,2026-02-14 10:13:49
SIMPAN-0B8AB940534A,KOP-82FA8CDD09D6,AGT-1B0049717854,Simpanan Wajib,25000,UNPAID,2026-03-05 01:59:54,2026-05-01 15:52:17
SIMPAN-86685560B89D,KOP-82FA8CDD09D6,AGT-1B0049717854,Simpanan Pokok,50000,PAID,2025-08-12 19:08:27,2025-12-29 00:22:33
SIMPAN-89A21B8D56AD,KOP-82FA8CDD09D6,AGT-29704DDDE89E,Simpanan Wajib,50000,UNPAID,2025-04-06 15:50:52,2025-11-03 04:59:45
SIMPAN-F972C4C15165,KOP-82FA8CDD09D6,AGT-36360AAB040A,Simpanan Wajib,100000,PAID,2025-09-15 22:00:20,2025-10-27 06:33:20
SIMPAN-7506F0DCAA31,KOP-82FA8CDD09D6,AGT-CBFB648A9D02,Simpanan Wajib,100000,PAID,2026-04-01 11:12:04,2025-10-01 09:43:58
SIMPAN-EA1E5D1F7C32,KOP-82FA8CDD09D6,AGT-CBFB648A9D02,Simpanan Pokok,50000,PAID,2025-08-13 09:46:54,2025-12-20 15:35:51
SIMPAN-D18021317474,KOP-82FA8CDD09D6,AGT-63A1C81F5D0B,Simpanan Pokok,50000,UNPAID,2026-04-24 06:17:49,2025-07-22 18:46:36
SIMPAN-42DC2F4C2985,KOP-82FA8CDD09D6,AGT-63A1C81F5D0B,Simpanan Wajib,100000,UNPAID,2025-09-30 02:18:06,2025-01-13 00:07:01
SIMPAN-8F7602CF653A,KOP-82FA8CDD09D6,AGT-63A1C81F5D0B,Simpanan Wajib,25000,UNPAID,2025-12-12 22:47:07,2025-11-17 17:32:18
SIMPAN-D225C6FB1AC8,KOP-82FA8CDD09D6,AGT-63A1C81F5D0B,Simpanan Wajib,25000,PAID,2026-02-05 10:08:27,2025-08-29 11:41:51
SIMPAN-58F52B7C3388,KOP-82FA8CDD09D6,AGT-63A1C81F5D0B,Simpanan Pokok,25000,UNPAID,2025-08-14 17:21:55,2026-07-01 02:49:38
SIMPAN-18564A676380,KOP-82FA8CDD09D6,AGT-99FF86F0496E,Simpanan Wajib,100000,PAID,2026-03-02 09:20:07,2026-03-01 17:00:57
SIMPAN-E32F934D4091,KOP-82FA8CDD09D6,AGT-99FF86F0496E,Simpanan Pokok,100000,PAID,2025-08-28 14:42:50,2025-03-10 13:23:20
SIMPAN-76F6C26591D2,KOP-82FA8CDD09D6,AGT-99FF86F0496E,Simpanan Wajib,100000,PAID,2026-06-16 13:34:19,2026-06-14 22:10:13
SIMPAN-4D2779903B77,KOP-82FA8CDD09D6,AGT-99FF86F0496E,Simpanan Pokok,25000,PAID,2026-04-09 17:18:28,2025-06-20 21:00:10
SIMPAN-6FAC8238C260,KOP-82FA8CDD09D6,AGT-99FF86F0496E,Simpanan Pokok,25000,UNPAID,2025-11-12 12:10:46,2025-02-11 16:32:42
SIMPAN-076E1A21C3C8,KOP-82FA8CDD09D6,AGT-8D4FA6BFADD6,Simpanan Wajib,50000,UNPAID,2026-03-27 07:40:54,2025-01-23 14:43:45
SIMPAN-041CF9219103,KOP-82FA8CDD09D6,AGT-090AE8AE1ABA,Simpanan Wajib,100000,UNPAID,2025-02-17 14:05:52,2026-04-28 07:28:22
SIMPAN-BCB612B4FEC5,KOP-82FA8CDD09D6,AGT-090AE8AE1ABA,Simpanan Wajib,25000,PAID,2025-06-23 18:45:06,2026-05-31 17:32:01
SIMPAN-FEB930826161,KOP-BF8E36AE042F,AGT-40302A10CB74,Simpanan Pokok,50000,UNPAID,2025-10-10 20:09:14,2025-12-13 20:25:15
SIMPAN-B5EFA97E0CDF,KOP-BF8E36AE042F,AGT-AB913AFC8AA0,Simpanan Wajib,100000,PAID,2026-05-03 17:22:54,2025-10-07 13:13:46
SIMPAN-814C3A6DDE40,KOP-BF8E36AE042F,AGT-AB913AFC8AA0,Simpanan Wajib,50000,PAID,2025-02-28 19:21:47,2025-05-21 23:19:21
SIMPAN-02757EDAF01B,KOP-BF8E36AE042F,AGT-AB913AFC8AA0,Simpanan Pokok,25000,PAID,2025-03-07 10:31:55,2026-02-04 02:40:24
SIMPAN-AD77A3DE7E30,KOP-BF8E36AE042F,AGT-AB913AFC8AA0,Simpanan Wajib,100000,PAID,2025-10-06 15:20:10,2026-05-13 14:06:28
SIMPAN-87B59713C1BD,KOP-BF8E36AE042F,AGT-AB913AFC8AA0,Simpanan Wajib,25000,PAID,2025-07-04 09:02:11,2025-12-01 20:58:46
SIMPAN-E98D6A8C327E,KOP-BF8E36AE042F,AGT-D0A355671D76,Simpanan Wajib,25000,PAID,2025-02-23 14:19:19,2025-08-31 01:30:43
SIMPAN-64E592093F39,KOP-BF8E36AE042F,AGT-D0A355671D76,Simpanan Wajib,50000,PAID,2026-03-21 00:18:16,2026-01-15 01:36:09
SIMPAN-71682B76CFC6,KOP-BF8E36AE042F,AGT-D0A355671D76,Simpanan Pokok,100000,UNPAID,2025-03-31 23:33:20,2026-03-16 09:41:02
SIMPAN-FBDF48480410,KOP-BF8E36AE042F,AGT-D0A355671D76,Simpanan Pokok,100000,UNPAID,2025-05-04 00:23:55,2025-08-10 21:21:32
SIMPAN-4E6900EE0CEF,KOP-BF8E36AE042F,AGT-A455D28486DF,Simpanan Wajib,25000,PAID,2025-07-11 14:17:15,2025-02-12 01:48:13
SIMPAN-410D34D3B5ED,KOP-BF8E36AE042F,AGT-A455D28486DF,Simpanan Wajib,25000,PAID,2026-04-20 12:42:00,2026-05-20 10:45:02
SIMPAN-BD2C6C236715,KOP-BF8E36AE042F,AGT-A455D28486DF,Simpanan Wajib,50000,PAID,2025-05-21 01:35:46,2025-11-23 10:24:24
SIMPAN-A9AA4B0B8A83,KOP-BF8E36AE042F,AGT-A455D28486DF,Simpanan Wajib,100000,PAID,2025-12-04 08:11:48,2026-06-11 03:17:50
SIMPAN-A1B9915BB9F1,KOP-BF8E36AE042F,AGT-A455D28486DF,Simpanan Pokok,100000,PAID,2025-05-04 19:57:10,2026-02-03 12:39:54
SIMPAN-4679424B8333,KOP-BF8E36AE042F,AGT-30CD9A2C8A68,Simpanan Pokok,50000,PAID,2026-03-07 05:04:49,2025-11-14 19:43:29
SIMPAN-5DA56F105192,KOP-BF8E36AE042F,AGT-636CBC119BEA,Simpanan Pokok,100000,PAID,2025-03-11 16:03:51,2025-08-24 23:06:45
SIMPAN-4E7D83F7F84F,KOP-BF8E36AE042F,AGT-636CBC119BEA,Simpanan Pokok,50000,PAID,2025-04-07 11:30:23,2026-03-10 01:57:53
SIMPAN-275964428899,KOP-BF8E36AE042F,AGT-636CBC119BEA,Simpanan Wajib,100000,PAID,2025-03-05 13:35:44,2025-05-13 06:31:33
SIMPAN-9083F5DAD8ED,KOP-BF8E36AE042F,AGT-1AFD77943A7A,Simpanan Pokok,50000,UNPAID,2026-04-17 04:28:56,2025-03-23 23:24:37
SIMPAN-E05579DADFAF,KOP-BF8E36AE042F,AGT-1AFD77943A7A,Simpanan Wajib,50000,UNPAID,2025-11-04 14:43:53,2025-08-08 15:38:39
SIMPAN-8F8B68A01D65,KOP-BF8E36AE042F,AGT-1AFD77943A7A,Simpanan Wajib,50000,PAID,2025-08-29 07:05:33,2025-11-27 22:06:36
SIMPAN-2F2C85F88B38,KOP-BF8E36AE042F,AGT-1AFD77943A7A,Simpanan Wajib,50000,UNPAID,2026-04-17 14:25:02,2025-01-08 13:37:34
SIMPAN-0B6963ADBAF1,KOP-BF8E36AE042F,AGT-027FE011266A,Simpanan Pokok,25000,PAID,2026-05-06 07:44:39,2025-05-17 07:39:28
SIMPAN-051BAD7F334D,KOP-BF8E36AE042F,AGT-027FE011266A,Simpanan Wajib,50000,PAID,2025-02-10 06:46:25,2025-05-17 11:43:46
SIMPAN-6335EFE75F92,KOP-BF8E36AE042F,AGT-213D3D7778E7,Simpanan Pokok,25000,UNPAID,2025-07-06 00:47:23,2025-04-07 09:09:06
SIMPAN-81FEB7ABBE4E,KOP-BF8E36AE042F,AGT-D46F245A8EBF,Simpanan Pokok,50000,PAID,2025-12-17 04:37:04,2026-02-03 02:05:46
SIMPAN-A94A8A7153A9,KOP-BF8E36AE042F,AGT-D46F245A8EBF,Simpanan Wajib,50000,PAID,2025-03-13 07:20:42,2025-08-15 04:31:34
SIMPAN-1586504A72F3,KOP-BF8E36AE042F,AGT-D46F245A8EBF,Simpanan Pokok,25000,UNPAID,2026-02-07 10:21:09,2025-09-09 07:46:16
SIMPAN-DB81A692BC33,KOP-BF8E36AE042F,AGT-2A0C54F4CD2B,Simpanan Pokok,50000,PAID,2025-08-01 20:20:05,2026-01-06 01:54:22
SIMPAN-4C63D3B1F455,KOP-BF8E36AE042F,AGT-2A0C54F4CD2B,Simpanan Pokok,50000,PAID,2025-12-10 22:22:05,2025-11-17 06:10:12
SIMPAN-EBE735254172,KOP-BF8E36AE042F,AGT-2A0C54F4CD2B,Simpanan Wajib,25000,UNPAID,2025-10-22 03:05:16,2025-02-08 23:18:47
SIMPAN-B949B45BD99D,KOP-BF8E36AE042F,AGT-2A0C54F4CD2B,Simpanan Wajib,100000,PAID,2025-02-24 04:48:57,2026-05-23 09:50:22
SIMPAN-E667450D6308,KOP-BF8E36AE042F,AGT-9519068F6C40,Simpanan Pokok,100000,UNPAID,2026-01-01 23:05:38,2026-02-18 09:33:09
SIMPAN-D6C981CF1DD1,KOP-BF8E36AE042F,AGT-9519068F6C40,Simpanan Wajib,100000,PAID,2025-10-17 20:53:12,2026-04-04 09:43:51
SIMPAN-CF87207D09E7,KOP-BF8E36AE042F,AGT-9519068F6C40,Simpanan Wajib,100000,PAID,2025-08-02 03:48:15,2026-06-20 07:55:19
SIMPAN-4FB4FD5F8429,KOP-BF8E36AE042F,AGT-9519068F6C40,Simpanan Wajib,100000,UNPAID,2025-10-12 21:46:41,2025-03-21 09:22:55
SIMPAN-4C046322D492,KOP-BF8E36AE042F,AGT-AA37F8B6762E,Simpanan Wajib,50000,PAID,2025-05-14 03:40:17,2025-06-10 19:57:14
SIMPAN-33727B1A6560,KOP-BF8E36AE042F,AGT-AA37F8B6762E,Simpanan Pokok,100000,PAID,2025-12-04 22:25:29,2025-10-23 20:28:32
SIMPAN-E4058C0A245F,KOP-BF8E36AE042F,AGT-F44CAE712276,Simpanan Wajib,50000,UNPAID,2026-04-18 18:21:02,2026-05-19 02:20:16
SIMPAN-D708926CFC4F,KOP-BF8E36AE042F,AGT-F44CAE712276,Simpanan Pokok,25000,PAID,2026-04-07 19:08:45,2026-05-10 02:06:17
SIMPAN-2A8E5FCF3872,KOP-BF8E36AE042F,AGT-C1791EA1AB44,Simpanan Wajib,50000,PAID,2025-11-29 18:45:43,2026-03-15 16:09:32
SIMPAN-EC7267EFEE4C,KOP-BF8E36AE042F,AGT-C1791EA1AB44,Simpanan Wajib,100000,PAID,2025-07-17 19:43:05,2025-09-05 00:08:05
SIMPAN-C919EFA46EA4,KOP-BF8E36AE042F,AGT-C1791EA1AB44,Simpanan Wajib,25000,PAID,2026-02-09 04:20:40,2025-02-21 19:46:12
SIMPAN-AC4909D4271D,KOP-BF8E36AE042F,AGT-C1791EA1AB44,Simpanan Pokok,100000,PAID,2026-03-04 03:02:47,2026-01-29 14:35:30
SIMPAN-976FE19A5790,KOP-BF8E36AE042F,AGT-C1791EA1AB44,Simpanan Pokok,25000,PAID,2026-03-05 11:44:50,2025-12-31 11:36:06
SIMPAN-39B0780B0D45,KOP-BF8E36AE042F,AGT-96F01F85393E,Simpanan Pokok,25000,PAID,2026-01-31 19:04:12,2026-04-03 12:17:27
SIMPAN-4E491E95AF16,KOP-BF8E36AE042F,AGT-96F01F85393E,Simpanan Wajib,100000,PAID,2025-10-26 02:05:35,2026-01-01 02:35:44
SIMPAN-DF916E16E2CF,KOP-BF8E36AE042F,AGT-96F01F85393E,Simpanan Wajib,50000,PAID,2025-09-19 11:50:10,2025-04-20 05:36:12
SIMPAN-75C3ECE44597,KOP-BF8E36AE042F,AGT-3D68614E7D58,Simpanan Wajib,50000,PAID,2025-03-07 16:28:47,2025-01-21 08:55:32
SIMPAN-60B8130EBA4B,KOP-BF8E36AE042F,AGT-3D68614E7D58,Simpanan Wajib,25000,PAID,2025-11-02 09:44:58,2025-06-07 07:43:28
SIMPAN-A72EF030B1E5,KOP-BF8E36AE042F,AGT-244E9B350E86,Simpanan Pokok,100000,PAID,2025-03-09 22:06:53,2026-05-03 21:42:48
SIMPAN-F04E4EEC3DAF,KOP-BF8E36AE042F,AGT-244E9B350E86,Simpanan Wajib,100000,PAID,2025-05-19 09:55:48,2025-12-11 05:33:55
SIMPAN-6D69F552E62D,KOP-BF8E36AE042F,AGT-244E9B350E86,Simpanan Wajib,25000,PAID,2026-01-07 14:10:18,2025-10-04 19:10:26
SIMPAN-1588985B4741,KOP-BF8E36AE042F,AGT-244E9B350E86,Simpanan Pokok,50000,PAID,2025-02-13 16:53:42,2025-07-29 12:53:11
SIMPAN-770F52A3FEE7,KOP-BF8E36AE042F,AGT-244E9B350E86,Simpanan Wajib,100000,PAID,2025-11-03 18:32:53,2025-01-15 20:51:49
SIMPAN-8064303D2CD3,KOP-BF8E36AE042F,AGT-13808EAD9AFE,Simpanan Pokok,50000,UNPAID,2025-05-24 12:05:32,2026-06-18 10:12:28
SIMPAN-4805EE8FF9FC,KOP-BF8E36AE042F,AGT-13808EAD9AFE,Simpanan Pokok,50000,PAID,2025-11-16 05:35:28,2025-02-11 08:16:40
SIMPAN-D3726BFD0D41,KOP-BF8E36AE042F,AGT-F560BC575996,Simpanan Pokok,25000,UNPAID,2026-06-19 04:42:06,2025-11-24 23:21:07
SIMPAN-C24200B3BC47,KOP-BF8E36AE042F,AGT-F560BC575996,Simpanan Wajib,100000,UNPAID,2025-10-11 03:51:36,2026-03-07 05:47:43
SIMPAN-3F695A8F93BA,KOP-BF8E36AE042F,AGT-76D2A640FDAB,Simpanan Pokok,100000,PAID,2026-01-29 14:40:03,2025-07-06 21:29:39
SIMPAN-96328D97AF4E,KOP-BF8E36AE042F,AGT-76D2A640FDAB,Simpanan Pokok,100000,UNPAID,2025-03-30 13:31:37,2025-04-05 19:16:59
SIMPAN-4E716BCA50E0,KOP-BF8E36AE042F,AGT-76D2A640FDAB,Simpanan Pokok,50000,UNPAID,2026-05-28 05:26:45,2025-10-29 05:20:25
SIMPAN-71BEE9472FE6,KOP-BF8E36AE042F,AGT-76D2A640FDAB,Simpanan Wajib,50000,PAID,2025-11-16 15:05:05,2025-01-24 15:18:23
SIMPAN-FA5A52F5C01A,KOP-BF8E36AE042F,AGT-DD1EE8085A5F,Simpanan Wajib,50000,UNPAID,2026-04-04 02:01:31,2025-10-15 16:58:01
SIMPAN-1CC2086F0B7A,KOP-BF8E36AE042F,AGT-DD1EE8085A5F,Simpanan Wajib,100000,PAID,2025-09-23 02:34:13,2026-04-01 15:19:04
SIMPAN-95C700A8F0F6,KOP-BF8E36AE042F,AGT-DD1EE8085A5F,Simpanan Wajib,50000,PAID,2025-07-27 21:36:11,2026-06-22 02:49:04
SIMPAN-622E1A0FCFC4,KOP-BF8E36AE042F,AGT-DD1EE8085A5F,Simpanan Pokok,50000,UNPAID,2025-08-04 16:50:56,2026-06-11 02:24:51
SIMPAN-942F060023E3,KOP-BF8E36AE042F,AGT-910D125F435B,Simpanan Wajib,25000,UNPAID,2025-01-24 05:39:48,2025-01-18 17:26:21
SIMPAN-76A6C6C05FE1,KOP-BF8E36AE042F,AGT-910D125F435B,Simpanan Wajib,25000,PAID,2025-09-01 21:36:54,2026-02-13 03:57:37
SIMPAN-8A1B6A09C610,KOP-BF8E36AE042F,AGT-910D125F435B,Simpanan Pokok,25000,UNPAID,2025-01-29 23:00:42,2025-12-08 03:12:42
SIMPAN-443341F36490,KOP-BF8E36AE042F,AGT-910D125F435B,Simpanan Pokok,25000,UNPAID,2026-06-20 23:25:54,2026-02-01 23:52:19
SIMPAN-4B483CD2AB22,KOP-BF8E36AE042F,AGT-2241D33ECD9C,Simpanan Pokok,50000,UNPAID,2025-08-25 08:09:07,2025-10-09 18:37:07
SIMPAN-138DE6E0ADF8,KOP-BF8E36AE042F,AGT-2241D33ECD9C,Simpanan Wajib,100000,PAID,2026-04-11 01:40:58,2025-09-06 11:30:42
SIMPAN-FF8C135452D5,KOP-BF8E36AE042F,AGT-2241D33ECD9C,Simpanan Pokok,50000,PAID,2025-12-02 16:45:24,2026-06-08 22:21:42
SIMPAN-4DCF1BCA8256,KOP-BF8E36AE042F,AGT-2241D33ECD9C,Simpanan Wajib,100000,UNPAID,2025-08-19 06:57:15,2025-12-13 12:54:00
SIMPAN-C2B21C74F609,KOP-BF8E36AE042F,AGT-2241D33ECD9C,Simpanan Wajib,25000,PAID,2026-03-29 08:35:49,2025-04-14 06:13:08
SIMPAN-294E6D73BE33,KOP-BF8E36AE042F,AGT-A866EC23EC72,Simpanan Wajib,100000,PAID,2025-09-27 01:37:40,2025-11-15 13:23:07
SIMPAN-BF3244D23DE0,KOP-BF8E36AE042F,AGT-A866EC23EC72,Simpanan Pokok,25000,PAID,2025-11-15 02:19:34,2025-11-12 17:35:59
SIMPAN-21770C50B0DB,KOP-BF8E36AE042F,AGT-61AFD190B432,Simpanan Wajib,100000,PAID,2025-02-24 05:10:28,2025-08-26 23:15:30
SIMPAN-E933F58CA876,KOP-BF8E36AE042F,AGT-61AFD190B432,Simpanan Wajib,100000,PAID,2026-01-01 15:31:22,2026-06-09 10:37:42
SIMPAN-416CA8E7608A,KOP-BF8E36AE042F,AGT-61AFD190B432,Simpanan Wajib,50000,PAID,2025-10-28 00:54:02,2025-08-26 15:24:37
SIMPAN-1CF305298309,KOP-BF8E36AE042F,AGT-61AFD190B432,Simpanan Wajib,50000,PAID,2025-03-09 15:43:43,2025-08-12 04:54:17
SIMPAN-F02E90EC9450,KOP-BF8E36AE042F,AGT-3A345E3A9076,Simpanan Pokok,100000,PAID,2025-05-20 20:34:07,2025-04-01 12:04:00
SIMPAN-F5A4100EB316,KOP-BF8E36AE042F,AGT-3A345E3A9076,Simpanan Wajib,100000,UNPAID,2025-11-08 23:23:38,2025-06-17 08:15:23
SIMPAN-093B8463207C,KOP-BF8E36AE042F,AGT-3A345E3A9076,Simpanan Pokok,25000,PAID,2025-04-03 13:41:11,2026-01-17 02:30:40
SIMPAN-3E4068894A0D,KOP-BF8E36AE042F,AGT-3A345E3A9076,Simpanan Wajib,100000,UNPAID,2025-09-18 19:34:16,2025-09-11 21:13:45
SIMPAN-C2916BA2AA5D,KOP-BF8E36AE042F,AGT-D3CFF67A4652,Simpanan Wajib,50000,UNPAID,2025-04-28 15:27:45,2025-03-07 16:05:27
SIMPAN-3883AAC73BB1,KOP-BF8E36AE042F,AGT-61AAE0796BF0,Simpanan Wajib,100000,PAID,2026-05-14 16:22:29,2025-10-22 00:56:25
SIMPAN-49728C79B1D0,KOP-BF8E36AE042F,AGT-EE708E71C6BA,Simpanan Wajib,50000,PAID,2025-05-07 21:50:14,2026-01-22 15:07:38
SIMPAN-EE058A254D68,KOP-BF8E36AE042F,AGT-EE708E71C6BA,Simpanan Wajib,50000,PAID,2025-01-02 05:04:51,2025-11-17 14:21:02
SIMPAN-629D44E37DE0,KOP-BF8E36AE042F,AGT-EE708E71C6BA,Simpanan Pokok,50000,PAID,2025-02-02 04:53:39,2025-05-12 04:51:56
SIMPAN-A73831FDAAC0,KOP-BF8E36AE042F,AGT-EE708E71C6BA,Simpanan Pokok,50000,UNPAID,2025-02-10 02:38:05,2025-08-02 15:56:12
SIMPAN-305F2703FCF9,KOP-BF8E36AE042F,AGT-19AB60B303A9,Simpanan Pokok,100000,PAID,2025-08-05 08:55:53,2025-12-25 02:16:53
SIMPAN-D674E6931486,KOP-BF8E36AE042F,AGT-19AB60B303A9,Simpanan Wajib,50000,PAID,2026-01-05 15:48:42,2025-11-11 05:06:04
SIMPAN-58D595105449,KOP-BF8E36AE042F,AGT-19AB60B303A9,Simpanan Wajib,25000,PAID,2026-01-28 08:58:07,2026-05-17 04:40:08
SIMPAN-42E04007255C,KOP-BF8E36AE042F,AGT-28D3A831E36B,Simpanan Pokok,100000,PAID,2025-01-03 06:30:48,2025-12-09 12:29:53
SIMPAN-08D4FBE2F6F5,KOP-BF8E36AE042F,AGT-4068857B5E77,Simpanan Wajib,50000,UNPAID,2025-03-27 13:36:33,2026-05-09 10:38:46
SIMPAN-0619914846BD,KOP-BF8E36AE042F,AGT-4068857B5E77,Simpanan Pokok,25000,PAID,2025-04-06 04:10:02,2025-09-24 21:25:17
SIMPAN-5C29720982D9,KOP-BF8E36AE042F,AGT-4068857B5E77,Simpanan Wajib,100000,UNPAID,2026-04-23 21:28:06,2025-11-21 07:46:44
SIMPAN-1872A77056C0,KOP-BF8E36AE042F,AGT-5591B8CE01F0,Simpanan Pokok,25000,PAID,2026-05-07 08:51:17,2025-03-29 11:21:37
SIMPAN-5EE5041021B1,KOP-BF8E36AE042F,AGT-5591B8CE01F0,Simpanan Pokok,100000,PAID,2025-11-29 03:21:11,2025-03-08 09:06:30
SIMPAN-D6A03D04F222,KOP-BF8E36AE042F,AGT-5591B8CE01F0,Simpanan Pokok,50000,PAID,2026-02-27 06:13:11,2025-04-17 00:32:17
SIMPAN-DCEC3F934B1E,KOP-BF8E36AE042F,AGT-5591B8CE01F0,Simpanan Wajib,100000,PAID,2026-04-13 03:32:35,2025-02-16 22:23:47
SIMPAN-5A17609DC64F,KOP-BF8E36AE042F,AGT-5591B8CE01F0,Simpanan Wajib,100000,UNPAID,2025-11-24 15:24:35,2025-11-05 04:41:31
SIMPAN-FF082484ADB7,KOP-BF8E36AE042F,AGT-41E15F344076,Simpanan Pokok,25000,PAID,2025-02-25 06:44:10,2026-05-30 15:43:08
SIMPAN-E76F1F6851F3,KOP-BF8E36AE042F,AGT-40A802E6CC8D,Simpanan Pokok,50000,PAID,2025-05-26 00:41:42,2025-04-08 14:37:44
SIMPAN-ADB8801D519F,KOP-BF8E36AE042F,AGT-40A802E6CC8D,Simpanan Wajib,25000,PAID,2026-06-16 05:07:15,2025-05-12 04:56:24
SIMPAN-E5ACF4D412A3,KOP-BF8E36AE042F,AGT-40A802E6CC8D,Simpanan Pokok,50000,PAID,2025-02-02 11:37:59,2025-08-26 21:22:33
SIMPAN-B23CAFA2AC3B,KOP-BF8E36AE042F,AGT-AFDB40147F49,Simpanan Pokok,25000,PAID,2025-06-28 13:14:20,2025-07-05 18:49:27
SIMPAN-ED9E6DB64AD9,KOP-BF8E36AE042F,AGT-AFDB40147F49,Simpanan Wajib,25000,PAID,2025-06-12 08:51:24,2025-09-18 12:12:59
SIMPAN-4458463AD852,KOP-BF8E36AE042F,AGT-AFDB40147F49,Simpanan Wajib,100000,PAID,2025-12-08 04:35:46,2025-08-10 11:04:42
SIMPAN-6FB886A86167,KOP-BF8E36AE042F,AGT-AFDB40147F49,Simpanan Pokok,100000,PAID,2025-11-02 10:50:52,2026-03-30 15:35:24
